


                            KET QUA TINH TOAN BINH SAI
                          xa A Doi
                            ==========================


                                                                      Bang 1


                 BANG TRI DO GIA SO TOA DO VA CAC CHI TIEU SAI SO

         HE TOA DO VUONG GOC KHONG GIAN        ELLIPSOID QUI CHIEU:WGS-84
=================================================================================
|Lan do| D. dau  D. cuoi |    DX    |    DY    |    DZ    |  RMS | RDOP | RATIO |
|   79|     KV96 | 1821564.036| 553261.738| 345.611 |0.001|0.001| 0.002| 0.001|
|   80|     KV97 | 1821408.281| 553319.573| 349.820 |0.001|0.001| 0.002| 0.002|
|   81|     KV98 | 1821110.393| 553605.290| 363.808 |0.001|0.001| 0.002| 0.002|
|   82|     KV99 | 1821353.608| 553152.278| 352.041 |0.001|0.001| 0.002| 0.002|
|   83|     V100 | 1820651.042| 553927.762| 360.954 |0.002|0.002| 0.004| 0.003|
|   84|     V101 | 1820857.417| 553790.448| 362.206 |0.002|0.002| 0.004| 0.003|
|   85|     V102 | 1819463.220| 554441.277| 325.594 |0.002|0.003| 0.005| 0.004|
|   86|     V103 | 1819631.305| 554074.027| 333.183 |0.002|0.002| 0.003| 0.003|
|   87|     V104 | 1819208.265| 554706.727| 316.137 |0.002|0.003| 0.006| 0.004|
|   88|     V105 | 1818912.883| 554848.563| 300.490 |0.003|0.003| 0.007| 0.004|
|   89|     V106 | 1819688.320| 554181.652| 326.543 |0.002|0.003| 0.005| 0.003|
|   90|     V107 | 1820036.302| 554360.473| 339.336 |0.002|0.002| 0.005| 0.003|
|   91|     V108 | 1821122.302| 553062.809| 345.582 |0.002|0.002| 0.003| 0.002|
|   92|     V109 | 1821142.088| 552910.006| 344.316 |0.002|0.002| 0.003| 0.003|
|   93|     V121 | 1821245.453| 553610.851| 359.714 |0.001|0.001| 0.001| 0.001|
|   94|     V122 | 1821504.701| 553923.528| 347.683 |0.001|0.001| 0.001| 0.002|
|   95|     V123 | 1821631.342| 553855.199| 339.557 |0.001|0.001| 0.001| 0.001|
===============================================================================



                                                                      Bang 7

		BANG CHIEU DAI CANH, PHUONG VI VA SAI SO TUONG HO

        HE TOA DO PHANG VN2000                            ELLIPPSOID: WGS-84
====================================================================================
|   SHD   |   SHD   | Chieu dai|  ms  |   ms/s   | Phuong vi |  ma |   dh    | mdh |
|   dau   |  cuoi   |---------------------------------------------------------------
|         |         |    (m)   |  (m) |          |   o  ' "  |   " |   (m)   | (m) |
====================================================================================
|     D184|     KV22|  1069.439| 0.001|1/ 1188266|  39 39 29 | 0.23|   13.643|0.002|
|     D184|     KV26|  1992.893| 0.001|1/ 1811721|  80 37 37 | 0.19|   47.644|0.006|
|     D184|     KV30|   267.483| 0.001|1/  297203|  59 29 39 | 0.71|   10.786|0.001|
|     D184|     KV32|   404.193| 0.003|1/  155459| 279 27 07 | 1.22|  -22.676|0.006|
|     D184|     KV33|   910.417| 0.002|1/  606945| 245 28 19 | 0.37|  -43.358|0.003|
|     D184|     KV43|   102.946| 0.002|1/   57192| 203 22 54 | 2.98|   -7.793|0.005|
|     D187|     KV49|   273.388| 0.001|1/  390554| 344 15 12 | 0.57|   14.880|0.001|
|     D187|     KV51|   686.814| 0.001|1/  858517|  25 25 12 | 0.31|   60.072|0.001|
|     D187|     KV52|   867.517| 0.001|1/ 1084396|  27 36 34 | 0.26|   83.251|0.002|
|     D187|     KV61|    83.747| 0.001|1/  104684| 176 51 43 | 1.99|   -6.342|0.001|
|     D187|     KV62|   160.495| 0.001|1/  200619| 274 57 10 | 0.96|   -1.882|0.001|
|     KV96|     D188|   510.012| 0.001|1/  463647| 308 11 10 | 0.39|  -16.439|0.002|
|     KV97|     D188|   378.324| 0.001|1/  291018| 294 56 34 | 0.70|  -12.228|0.002|
|     D188|     V121|    51.864| 0.001|1/   51864| 266 22 11 | 4.05|   -2.332|0.001|
|     D188|     V123|   428.342| 0.001|1/  475936|  26 43 08 | 0.42|  -22.491|0.001|
|     KV01|     KV02|   161.982| 0.001|1/  202478| 245 07 22 | 1.03|   -5.045|0.001|
|     KV01|     KV03|   671.875| 0.001|1/  746528| 195 16 29 | 0.31|  -47.276|0.001|
|     KV01|     KV09|   655.475| 0.001|1/  728306|  30 43 20 | 0.32|    4.539|0.001|
|     KV02|     KV03|   580.777| 0.001|1/  725971| 182 57 58 | 0.31|  -42.231|0.001|
|     KV02|     KV05|  1206.495| 0.001|1/ 1340550| 185 50 36 | 0.22|  -69.531|0.002|
|     KV02|     KV09|   794.416| 0.001|1/  882684|  37 20 14 | 0.27|    9.584|0.002|
|     KV02|     KV17|  2422.205| 0.002|1/ 1513878| 154 43 50 | 0.20| -133.244|0.005|
|     KV03|     KV04|   293.593| 0.001|1/  366991| 189 10 03 | 0.57|   -2.353|0.001|
|     KV03|     KV06|   765.086| 0.001|1/  956358| 165 31 43 | 0.27|  -18.786|0.002|
|     KV03|     KV14|  1638.257| 0.001|1/ 1365214| 144 33 40 | 0.22|  -92.648|0.004|
|     KV04|     KV05|   333.572| 0.001|1/  416965| 187 55 39 | 0.53|  -24.947|0.001|
|     KV06|     KV04|   509.904| 0.001|1/  637380| 152 10 48 | 0.36|  -16.433|0.001|
|     KV05|     KV06|   308.518| 0.001|1/  385647| 113 00 27 | 0.58|    8.514|0.001|
|     KV06|     KV07|   452.106| 0.001|1/  502340| 167 25 15 | 0.45|  -32.011|0.001|
|     KV06|     KV09|  1978.593| 0.001|1/ 1648828|   9 19 38 | 0.20|   70.601|0.003|
|     KV06|     KV14|   963.544| 0.001|1/ 1070604| 128 03 15 | 0.25|  -73.862|0.003|
|     KV06|     KV17|  1232.101| 0.001|1/ 1026751| 134 53 39 | 0.25|  -72.227|0.003|
|     KV08|     KV07|   268.955| 0.001|1/  298839| 349 09 59 | 0.73|   19.142|0.001|
|     KV07|     KV13|   270.609| 0.002|1/  169131| 120 35 30 | 1.20|  -48.505|0.002|
|     KV13|     KV08|   491.810| 0.001|1/  351293| 144 47 59 | 0.61|  -67.647|0.002|
|     KV14|     KV08|   824.020| 0.001|1/  915578| 120 23 20 | 0.28|  -60.993|0.003|
|     KV09|     KV14|  2583.773| 0.001|1/ 1845552| 170 14 21 | 0.19| -144.463|0.004|
|     KV22|     KV09|  3297.307| 0.002|1/ 1831837| 140 17 49 | 0.19| -104.753|0.008|
|     KV13|     KV14|   427.574| 0.001|1/  388704|  92 00 20 | 0.59|    6.655|0.002|
|     KV13|     KV17|   614.505| 0.001|1/  614505| 118 13 40 | 0.37|    8.290|0.002|
|     KV13|     KV34|  1375.397| 0.001|1/ 1057998| 158 56 38 | 0.24|  -19.940|0.003|
|     KV14|     KV17|   298.366| 0.001|1/  372957| 157 30 50 | 0.59|    1.635|0.001|
|     KV14|     KV18|   408.973| 0.001|1/  511216| 149 20 33 | 0.43|   15.073|0.001|
|     KV14|     KV22|  1668.333| 0.001|1/ 1516666|  89 40 21 | 0.21|   39.710|0.005|
|     KV23|     KV14|  1190.345| 0.001|1/ 1322606| 106 42 22 | 0.22|   32.255|0.004|
|     KV24|     KV14|  1033.561| 0.001|1/ 1033561| 112 13 01 | 0.25|   30.062|0.003|
|     KV14|     KV52|  3182.884| 0.002|1/ 2121923| 103 57 33 | 0.12|   78.447|0.005|
|     KV17|     KV18|   121.291| 0.001|1/  151614| 128 52 38 | 1.35|   13.438|0.001|
|     KV17|     KV34|   994.039| 0.001|1/ 1104488| 182 43 32 | 0.24|  -28.230|0.002|
|     KV18|     KV31|   347.825| 0.001|1/  386472| 139 44 38 | 0.55|   -6.943|0.001|
|     KV33|     KV18|   841.474| 0.001|1/  934971| 183 28 32 | 0.26|  -32.363|0.001|
|     KV18|     KV34|   927.670| 0.001|1/ 1030744| 188 47 09 | 0.24|  -41.668|0.001|
|     KV21|     KV22|   162.957| 0.001|1/  116398| 331 47 12 | 1.79|   -2.356|0.002|
|     KV21|     KV28|   240.878| 0.002|1/  160585| 121 54 53 | 1.23|    7.288|0.002|
|     KV21|     KV29|   522.761| 0.001|1/  435634| 213 21 20 | 0.49|    0.877|0.001|
|     KV22|     KV23|   634.589| 0.001|1/  705099| 236 20 29 | 0.35|   -7.455|0.002|
|     KV27|     KV22|   672.085| 0.001|1/  746761|  97 33 59 | 0.31|   25.009|0.002|
|     KV22|     KV29|   617.212| 0.001|1/  771515| 199 55 49 | 0.31|    3.233|0.001|
|     KV30|     KV22|   822.848| 0.001|1/ 1028560| 213 19 31 | 0.26|   -2.857|0.002|
|     KV23|     KV24|   189.617| 0.001|1/  210686| 255 08 26 | 1.02|   -2.193|0.001|
|     KV23|     KV32|   685.601| 0.003|1/  236414| 233 46 04 | 0.76|  -28.864|0.006|
|     KV24|     KV31|   570.402| 0.001|1/  475335| 246 36 32 | 0.48|  -21.932|0.002|
|     KV24|     KV32|   513.693| 0.003|1/  177136| 226 02 13 | 1.05|  -26.671|0.006|
|     KV25|     KV26|   277.673| 0.001|1/  308526| 210 01 26 | 0.70|    2.477|0.001|
|     KV25|     KV27|   775.301| 0.001|1/  861446| 282 39 17 | 0.29|   -6.515|0.003|
|     KV25|     KV52|   518.999| 0.002|1/  288333| 180 14 02 | 0.59|    7.213|0.005|
|     KV26|     KV27|   741.390| 0.001|1/  926737| 303 35 54 | 0.27|   -8.992|0.002|
|     KV26|     KV28|  1027.825| 0.001|1/ 1142028| 282 48 22 | 0.23|  -24.358|0.003|
|     KV29|     KV26|  1496.377| 0.001|1/ 1662641| 266 52 42 | 0.20|  -30.769|0.005|
|     KV30|     KV26|  1746.064| 0.001|1/ 1746064| 263 47 35 | 0.19|  -36.858|0.005|
|     KV26|     KV43|  2050.419| 0.002|1/ 1025209| 258 12 25 | 0.29|  -55.437|0.011|
|     KV26|     KV45|  1047.445| 0.002|1/  523722| 235 05 47 | 0.40|  -81.589|0.007|
|     KV46|     KV26|   974.923| 0.002|1/  464249| 231 07 38 | 0.45|  -75.722|0.007|
|     KV27|     KV28|   425.794| 0.001|1/  473104| 244 37 46 | 0.47|  -15.365|0.002|
|     KV28|     KV29|   581.063| 0.001|1/  645626| 237 50 17 | 0.35|   -6.411|0.002|
|     KV29|     KV30|   264.420| 0.001|1/  330525| 246 03 35 | 0.63|   -6.089|0.001|
|     KV31|     KV33|   637.244| 0.001|1/  579313| 205 38 36 | 0.39|  -25.420|0.002|
|     KV32|     KV33|   618.015| 0.003|1/  213109| 224 01 53 | 0.87|  -20.682|0.006|
|     KV34|     KV33|   118.871| 0.001|1/  132079| 229 42 57 | 1.55|   -9.305|0.001|
|     KV33|     KV39|   146.642| 0.001|1/  133311| 146 51 45 | 1.67|  -16.031|0.002|
|     KV33|     KV43|   836.872| 0.002|1/  440459|  70 12 06 | 0.39|   35.565|0.003|
|     KV33|     KV52|  2961.859| 0.002|1/ 1645477|  81 46 15 | 0.15|   95.737|0.004|
|     KV37|     KV38|   162.527| 0.001|1/  180586| 128 29 03 | 1.12|   -4.140|0.001|
|     KV39|     KV37|   181.463| 0.002|1/   75610| 351 45 55 | 2.83|    5.280|0.005|
|     KV73|     KV37|   374.532| 0.001|1/  468165| 153 11 21 | 0.47|  -15.912|0.001|
|     KV75|     KV37|   554.476| 0.001|1/  616084| 190 03 07 | 0.37|  -56.680|0.001|
|     KV38|     KV40|   249.254| 0.001|1/  276949| 339 39 53 | 0.78|   20.452|0.001|
|     KV72|     KV38|   227.433| 0.001|1/  252703| 134 03 29 | 0.79|    1.287|0.001|
|     KV38|     KV73|   236.831| 0.001|1/  296039| 169 51 25 | 0.70|  -11.772|0.001|
|     KV39|     KV40|    81.517| 0.002|1/   33965| 125 13 12 | 6.40|   11.032|0.005|
|     KV39|     KV43|   815.617| 0.002|1/  388389|  60 07 35 | 0.46|   51.596|0.004|
|     KV40|     KV41|   519.558| 0.002|1/  324724|  61 29 02 | 0.61|   14.889|0.002|
|     KV40|     KV42|   518.543| 0.001|1/  370388|  77 11 01 | 0.55|   19.403|0.002|
|     KV40|     KV43|   784.778| 0.002|1/  413041|  54 43 13 | 0.51|   40.564|0.003|
|     KV40|     KV72|   464.861| 0.001|1/  516512| 147 27 27 | 0.44|  -19.164|0.001|
|     KV41|     KV42|   141.786| 0.001|1/  157540| 159 44 24 | 1.30|    4.514|0.001|
|     KV41|     KV43|   275.711| 0.001|1/  196936|  41 53 53 | 0.96|   25.674|0.002|
|     KV44|     KV41|   348.971| 0.001|1/  290809| 103 52 42 | 0.75|   18.654|0.002|
|     KV41|     KV68|   771.414| 0.001|1/  701285| 119 44 40 | 0.34|   -5.762|0.003|
|     KV41|     KV69|   610.882| 0.001|1/  678758| 141 25 34 | 0.34|    1.649|0.002|
|     KV42|     KV69|   478.357| 0.001|1/  531508| 136 04 55 | 0.41|   -2.865|0.002|
|     KV42|     KV70|   418.914| 0.001|1/  523642| 152 43 29 | 0.42|  -11.438|0.001|
|     KV42|     KV78|  1397.897| 0.001|1/ 1397897| 181 13 33 | 0.21|  -55.941|0.002|
|     KV79|     KV42|  1273.625| 0.001|1/ 1415139| 172 25 20 | 0.21|  -39.897|0.002|
|     KV43|     KV44|   327.716| 0.001|1/  364129| 151 50 23 | 0.59|   -7.020|0.001|
|     KV45|     KV43|  1162.184| 0.001|1/ 1162184|  98 55 28 | 0.22|  -26.152|0.004|
|     KV44|     KV45|   999.374| 0.001|1/ 1110416|  83 45 34 | 0.24|  -19.132|0.003|
|     KV44|     KV68|   446.060| 0.001|1/  495622| 132 05 40 | 0.46|  -24.416|0.002|
|     KV45|     KV46|   100.788| 0.001|1/  111987|  97 07 47 | 1.88|    5.867|0.001|
|     KV67|     KV45|   626.725| 0.001|1/  783406| 229 42 05 | 0.32|   -2.259|0.002|
|     KV68|     KV45|   777.838| 0.001|1/  972297| 238 23 36 | 0.27|   -5.284|0.002|
|     KV52|     KV46|   955.821| 0.002|1/  597388|  69 35 36 | 0.35|   80.457|0.003|
|     KV46|     KV66|   433.034| 0.002|1/  270646| 191 11 51 | 0.76|   -4.718|0.002|
|     KV46|     KV67|   698.861| 0.001|1/  698861| 235 47 53 | 0.32|   -8.126|0.002|
|     KV51|     KV49|   513.569| 0.001|1/  641961|  45 55 56 | 0.36|   45.192|0.001|
|     KV49|     KV52|   694.575| 0.001|1/  992250|  43 17 12 | 0.28|   68.370|0.002|
|     KV62|     KV49|   263.593| 0.001|1/  329491| 198 58 25 | 0.61|  -16.762|0.001|
|     KV65|     KV49|   472.269| 0.001|1/  590336| 231 32 39 | 0.36|  -12.518|0.001|
|     KV52|     KV51|   183.094| 0.001|1/  228867|  35 50 54 | 0.92|   23.179|0.001|
|     KV52|     KV53|   647.781| 0.001|1/  719757| 186 47 40 | 0.31|  -67.155|0.001|
|     KV52|     KV54|   610.823| 0.001|1/  763529| 174 28 38 | 0.30|  -54.550|0.001|
|     KV52|     KV55|  1029.358| 0.001|1/ 1143731| 142 30 57 | 0.23| -114.200|0.002|
|     KV52|     KV56|   894.037| 0.001|1/ 1117546| 147 56 23 | 0.24| -102.294|0.002|
|     KV52|     KV61|   940.467| 0.001|1/ 1044963| 205 00 00 | 0.23|  -89.593|0.002|
|     KV65|     KV52|  1163.925| 0.001|1/ 1293250| 226 37 39 | 0.21|  -80.888|0.002|
|     KV52|     KV66|  1238.919| 0.001|1/ 1032433| 232 16 29 | 0.25|  -85.175|0.003|
|     KV53|     KV54|   139.936| 0.001|1/  155484|  75 24 46 | 1.29|   12.606|0.001|
|     KV53|     KV57|   784.377| 0.001|1/  784377| 110 46 28 | 0.31|  -47.281|0.003|
|     KV61|     KV53|   382.958| 0.001|1/  382958| 236 54 08 | 0.59|  -22.438|0.002|
|     KV53|     KV85|   478.013| 0.002|1/  298758| 171 14 02 | 0.69|  -21.806|0.002|
|     KV53|     KV89|   821.454| 0.001|1/  912727| 197 08 47 | 0.25|  -39.675|0.001|
|     KV56|     KV54|   441.908| 0.001|1/  552385| 109 48 04 | 0.40|  -47.745|0.002|
|     KV54|     KV57|   675.132| 0.001|1/  843915| 117 39 51 | 0.30|  -59.887|0.002|
|     KV55|     KV56|   162.948| 0.001|1/  203685| 291 16 40 | 1.04|   11.906|0.001|
|     KV57|     KV55|   108.933| 0.001|1/  136166| 163 49 52 | 1.60|   -0.236|0.001|
|     KV57|     KV56|   244.957| 0.001|1/  306196| 131 57 08 | 0.68|  -12.142|0.001|
|     KV57|     KV58|   208.459| 0.001|1/  160353| 181 21 57 | 1.31|   -7.348|0.002|
|     KV58|     KV84|   736.897| 0.001|1/  818774| 265 05 32 | 0.29|   29.175|0.002|
|     KV58|     KV85|   655.714| 0.001|1/  504395| 271 14 21 | 0.42|   32.822|0.003|
|     KV58|     KV86|   841.526| 0.001|1/  935029| 227 09 07 | 0.25|   -0.923|0.002|
|     KV58|     KV87|   770.836| 0.001|1/  963545| 235 43 59 | 0.27|    8.385|0.002|
|     KV58|     KV89|  1015.403| 0.001|1/ 1269254| 252 54 50 | 0.23|   14.953|0.003|
|     KV61|     KV62|   191.195| 0.001|1/  238994| 300 39 10 | 0.90|    4.460|0.001|
|     KV64|     KV61|   349.406| 0.001|1/  291172| 252 20 57 | 0.74|   -6.133|0.002|
|     KV61|     KV89|   581.168| 0.001|1/  645742| 172 13 23 | 0.30|  -17.238|0.001|
|     KV62|     KV64|   264.131| 0.001|1/  240119| 219 37 55 | 0.90|  -10.593|0.001|
|     KV62|     KV65|   287.579| 0.001|1/  359474| 261 06 40 | 0.59|    4.244|0.001|
|     KV64|     KV65|   196.599| 0.001|1/  218443| 323 58 02 | 0.92|   14.837|0.001|
|     KV64|     KV81|   902.511| 0.001|1/ 1128139| 233 26 09 | 0.24|  -13.089|0.002|
|     KV88|     KV64|   521.552| 0.001|1/  579502| 149 47 40 | 0.39|  -11.247|0.002|
|     KV64|     KV89|   624.659| 0.001|1/  480507| 138 46 57 | 0.42|  -11.105|0.002|
|     KV65|     KV66|   140.074| 0.001|1/  155638| 287 07 31 | 1.35|   -4.287|0.001|
|     KV65|     KV81|   925.455| 0.001|1/ 1156819| 221 10 17 | 0.23|  -27.926|0.002|
|     KV66|     KV67|   494.942| 0.001|1/  353530| 273 42 05 | 0.60|   -3.409|0.002|
|     KV66|     KV81|   877.750| 0.001|1/  877750| 212 47 29 | 0.27|  -23.640|0.002|
|     KV68|     KV67|   184.480| 0.001|1/  204978| 269 17 02 | 1.00|   -3.026|0.001|
|     KV67|     KV81|   770.053| 0.001|1/  641711| 178 37 15 | 0.35|  -20.231|0.002|
|     KV68|     KV69|   304.058| 0.001|1/  276416| 251 49 11 | 0.78|    7.411|0.002|
|     KV68|     KV76|   370.712| 0.001|1/  370712| 221 30 02 | 0.57|   -2.512|0.002|
|     KV68|     KV77|   466.748| 0.001|1/  518609| 198 51 07 | 0.44|    0.161|0.001|
|     KV68|     KV81|   793.916| 0.001|1/  882129| 165 11 07 | 0.27|  -17.206|0.002|
|     KV69|     KV70|   142.556| 0.001|1/  178195| 258 46 15 | 1.17|   -8.573|0.001|
|     KV69|     KV76|   187.819| 0.001|1/  234774| 166 41 29 | 0.92|   -9.923|0.001|
|     KV70|     KV76|   239.878| 0.001|1/  299847| 130 15 27 | 0.69|   -1.350|0.001|
|     KV70|     KV79|   890.490| 0.001|1/ 1113112| 181 32 45 | 0.24|  -28.459|0.001|
|     KV73|     KV72|   142.970| 0.001|1/  178712| 238 22 16 | 1.19|  -13.060|0.001|
|     KV72|     KV78|   918.817| 0.001|1/  918817| 165 46 59 | 0.27|  -17.373|0.002|
|     KV75|     KV73|   339.730| 0.001|1/  424662| 231 27 19 | 0.52|  -40.768|0.001|
|     KV73|     KV78|   886.594| 0.001|1/  985104| 156 55 54 | 0.25|   -4.313|0.002|
|     KV78|     KV75|   860.649| 0.001|1/  956277| 134 34 19 | 0.27|   36.455|0.003|
|     KV76|     KV77|   189.499| 0.001|1/  172272| 149 58 23 | 1.20|    2.672|0.001|
|     KV76|     KV79|   763.760| 0.001|1/  848622| 195 43 55 | 0.28|  -27.109|0.001|
|     KV76|     KV82|   377.758| 0.001|1/  419731| 168 03 57 | 0.50|   -0.942|0.001|
|     KV76|     KV83|   457.404| 0.001|1/  508227| 179 32 31 | 0.42|   -4.831|0.001|
|     KV77|     KV81|   480.980| 0.001|1/  534422| 132 38 26 | 0.41|  -17.366|0.002|
|     KV77|     KV82|   206.205| 0.001|1/  187459| 184 38 55 | 1.17|   -3.615|0.001|
|     KV78|     KV79|   239.569| 0.001|1/  266188|  55 40 46 | 0.79|   16.044|0.001|
|     KV79|     KV83|   348.658| 0.001|1/  290548|  37 11 17 | 0.70|   22.278|0.001|
|     KV92|     KV79|   751.514| 0.002|1/  417508|  87 32 38 | 0.49|    8.925|0.003|
|     KV79|     KV99|   997.606| 0.002|1/  498803| 127 23 30 | 0.38|   29.632|0.004|
|     KV81|     KV82|   389.564| 0.001|1/  432849| 287 59 07 | 0.47|   13.752|0.002|
|     KV81|     KV83|   446.172| 0.001|1/  495747| 274 10 34 | 0.42|    9.863|0.002|
|     KV88|     KV81|   991.099| 0.001|1/ 1101221|  84 58 10 | 0.24|    1.842|0.003|
|     KV81|     KV90|   206.003| 0.001|1/  206003| 121 56 13 | 0.97|   -5.000|0.002|
|     KV82|     KV83|   115.119| 0.001|1/  127910| 220 18 03 | 1.57|   -3.889|0.001|
|     KV83|     KV90|   635.746| 0.001|1/  489035| 102 51 24 | 0.44|  -14.863|0.003|
|     KV83|     KV92|   593.286| 0.002|1/  348992| 114 26 59 | 0.55|  -13.353|0.003|
|     KV84|     KV85|   110.214| 0.001|1/  100195|  45 31 07 | 2.05|    3.647|0.002|
|     KV89|     KV84|   333.530| 0.001|1/  370589| 225 08 02 | 0.58|  -14.222|0.001|
|     KV87|     KV86|   139.715| 0.001|1/  174644| 351 44 35 | 1.25|    9.308|0.001|
|     KV86|     V122|   763.242| 0.001|1/  763242| 229 41 10 | 0.29|   26.752|0.002|
|     KV86|     V123|   746.797| 0.001|1/  933496| 240 33 05 | 0.26|   18.624|0.002|
|     KV87|     KV89|   360.093| 0.001|1/  450116| 292 08 10 | 0.49|    6.568|0.001|
|     KV87|     V123|   807.874| 0.001|1/  807874| 231 16 20 | 0.28|    9.316|0.002|
|     KV89|     KV88|   150.427| 0.002|1/  100285|  97 18 35 | 1.87|    0.141|0.002|
|     KV90|     KV88|   835.741| 0.001|1/  835741| 256 26 42 | 0.30|   -6.843|0.003|
|     KV89|     KV90|   977.773| 0.002|1/  611108| 259 35 10 | 0.36|   -6.984|0.004|
|     KV89|     KV91|   895.225| 0.001|1/ 1119031| 251 52 24 | 0.24|   -5.167|0.003|
|     KV89|     KV92|  1078.593| 0.001|1/ 1198437| 254 54 28 | 0.22|   -5.474|0.003|
|     KV96|     KV89|  1137.641| 0.001|1/ 1422051| 231 29 09 | 0.20|    8.800|0.003|
|     KV89|     V123|   706.434| 0.001|1/  883042| 204 50 02 | 0.24|    2.748|0.001|
|     KV90|     KV92|   131.116| 0.002|1/   81948| 217 26 53 | 2.62|    1.510|0.002|
|     KV92|     KV91|   190.608| 0.001|1/  238260| 269 18 15 | 0.87|   -0.307|0.001|
|     KV91|     KV93|   230.777| 0.001|1/  288471| 213 16 55 | 0.73|    6.314|0.001|
|     KV96|     KV91|   431.694| 0.001|1/  539618| 185 13 51 | 0.39|   13.967|0.001|
|     KV92|     KV93|   201.053| 0.001|1/  251316| 161 27 09 | 0.88|    6.620|0.001|
|     KV92|     KV99|   639.377| 0.001|1/  456698| 176 15 13 | 0.46|   20.707|0.002|
|     KV93|     KV96|   252.535| 0.001|1/  315669| 159 46 47 | 0.70|    7.654|0.001|
|     KV93|     KV99|   447.949| 0.001|1/  319964| 182 50 15 | 0.70|   14.086|0.002|
|     KV96|     KV97|   166.146| 0.002|1/  110764| 159 37 45 | 1.87|    4.211|0.002|
|     KV96|     V123|   597.265| 0.001|1/  663628|  83 31 46 | 0.34|   -6.053|0.002|
|     KV97|     KV99|   176.002| 0.001|1/  195558| 251 54 08 | 1.09|    2.222|0.001|
|     KV97|     V121|   333.699| 0.001|1/  370777| 119 12 21 | 0.58|    9.896|0.001|
|     KV98|     KV99|   514.172| 0.001|1/  514172| 298 13 50 | 0.41|  -11.770|0.002|
|     KV98|     V101|   313.497| 0.002|1/  195936| 143 47 56 | 1.02|   -1.599|0.003|
|     KV98|     V103|  1551.585| 0.001|1/ 1551585| 162 24 58 | 0.20|  -30.608|0.003|
|     KV98|     V108|   542.612| 0.001|1/  602902| 271 15 28 | 0.39|  -18.227|0.002|
|     V121|     KV98|   135.175| 0.001|1/  150194|   2 21 27 | 1.46|   -4.096|0.001|
|     V122|     KV98|   506.709| 0.002|1/  298064|  38 54 23 | 0.70|  -16.128|0.002|
|     V108|     KV99|   248.006| 0.001|1/  190774| 201 08 48 | 1.12|   -6.457|0.002|
|     KV99|     V109|   321.615| 0.002|1/  214410| 228 52 37 | 0.98|   -7.723|0.002|
|     KV99|     V121|   471.154| 0.001|1/  588942| 103 16 15 | 0.39|    7.675|0.002|
|     V100|     V101|   247.882| 0.001|1/  309852| 326 21 42 | 0.71|    1.249|0.001|
|     V100|     V106|   995.637| 0.001|1/ 1106263| 165 13 35 | 0.23|  -34.401|0.002|
|     V107|     V100|   751.760| 0.001|1/  939700| 144 51 31 | 0.28|  -21.610|0.002|
|     V101|     V103|  1258.478| 0.002|1/  786549| 166 58 39 | 0.29|  -29.009|0.004|
|     V101|     V106|  1232.813| 0.001|1/ 1369792| 161 29 55 | 0.21|  -35.650|0.002|
|     V107|     V101|   999.579| 0.001|1/ 1110643| 145 13 53 | 0.23|  -22.859|0.003|
|     V102|     V104|   368.057| 0.001|1/  460071| 133 50 41 | 0.48|   -9.454|0.001|
|     V105|     V102|   684.656| 0.001|1/  855820| 143 29 46 | 0.28|  -25.098|0.002|
|     V106|     V102|   343.620| 0.001|1/  429525| 310 55 34 | 0.49|    0.945|0.001|
|     V102|     V107|   578.750| 0.001|1/  826786| 351 58 27 | 0.31|   13.736|0.001|
|     V103|     V105|  1056.426| 0.002|1/  660266| 132 50 51 | 0.36|  -32.683|0.004|
|     V103|     V106|   121.795| 0.002|1/   81197|  62 05 14 | 2.48|   -6.641|0.003|
|     V108|     V103|  1801.565| 0.001|1/ 1801565| 325 51 15 | 0.19|   12.380|0.004|
|     V109|     V103|  1907.200| 0.001|1/ 1589333| 322 23 12 | 0.20|   11.114|0.005|
|     V104|     V105|   327.671| 0.001|1/  409589| 154 21 03 | 0.53|  -15.644|0.001|
|     V104|     V107|   897.517| 0.001|1/  997241| 337 18 26 | 0.25|   23.189|0.002|
|     V105|     V106|  1022.777| 0.001|1/ 1278471| 319 18 11 | 0.23|   26.043|0.003|
|     V106|     V105|  1022.777| 0.001|1/ 1278471| 319 18 11 | 0.23|   26.043|0.003|
|     V105|     V107|  1224.869| 0.001|1/ 1531086| 336 31 00 | 0.21|   38.833|0.003|
|     V107|     V106|   391.239| 0.001|1/  558913|  27 11 52 | 0.39|   12.790|0.001|
|     V109|     V108|   154.079| 0.001|1/  154079| 277 22 41 | 1.29|   -1.266|0.001|
|     V122|     V123|   143.899| 0.001|1/  159888| 331 39 04 | 1.34|   -8.128|0.001|
====================================================================================



	 KET QUA DANH GIA DO CHINH XAC
	 -----------------------------
     1. Sai so trung phuong trong so don vi:                  M =   0.96
     2. Sai so vi tri diem:   -nho nhat: (diem:     KV22)    mp =  0.001m
                              -lon nhat: (diem:     KV01)    mp =  0.004m
     3. Sai so tuong doi canh:-nho nhat:                   ms/s =1/  2121923
                              (canh      KV14 -      KV52     S =  3182.9 m)
                              -lon nhat:                   ms/s =1/    33965
                              (canh      KV39 -      KV40     S =    81.5 m)
     4. Sai so phuong vi:  -nho nhat:(     KV14 -      KV52) ma =  0.12"
                           -lon nhat:(     KV39 -      KV40) ma =  6.40"
     5. Sai so chenh cao:  -nho nhat:(     D184 -      KV30) mh = 0.001m
